position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_angles,finger2_angles,finger3_angles,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce,finger1_link1_world_angles,finger1_link2_world_angles,finger1_link3_world_angles
[ 0.01781225  0.5607135  -0.7282522 ],[ 0.03402233 -0.66655284 -0.14763385],[-0.09649093  0.50184786  1.4277916 ],[-0.08938371  0.012343    0.03517456],[ 0.00854981  0.26914248 -0.34956065],[ 0.29384926 -3.19045472 -0.71464115],[-0.08088239  0.69215941  1.41755569],[ 0.00726944 -0.01795819  0.00390808],[-0.02188653  0.0309253   0.0213539 ],[-0.00337506  0.00352232 -0.00855122],[ 6.93889390e-18 -3.16637353e-02  2.77116849e-03],0,2.895241117404523,[-2.35991763e-06 -9.05366204e-08  8.02607664e-05],[-2.53922508e-07 -4.33648011e-06  1.21360702e-04],[ 5.18058013e-05 -8.08177382e-07 -2.49389368e-06],[0.02655964 0.0360828  0.05734507],[0.02565693 0.03692768 0.05822812],[0.04254435 0.05797025 0.06903763],0,[0 0 0],0,[0 0 0],[1.60204903 0.61071061 1.62607428],[1.60204727 0.61063034 1.62607121],[1.59650462 0.0909068  1.61048286]
[0.8450725  0.09858513 0.6680937 ],[ 0.43488097 -0.2109248   0.05097032],[-0.09480078  0.50204504  1.42912769],[-0.08068472  0.00812017  0.03617576],[0.40563473 0.0473207  0.32068476],[ 2.12247014 -0.93836612  0.21892586],[-0.1011622   0.68770081  1.41742754],[-0.02675719 -0.01846026  0.02125046],[-0.027753    0.02743923  0.05047941],[ 0.00881342 -0.00652256  0.0078679 ],[-6.93889390e-18 -3.17633318e-02  2.49586828e-03],0,2.9032985296564995,[-3.13824032e-06 -1.53357642e-07  8.02200005e-05],[-2.53922508e-07 -5.37527234e-06  1.22449670e-04],[ 5.25179861e-05 -1.16050498e-06 -2.46048739e-06],[0.02493348 0.03437355 0.05525708],[0.02377274 0.03493663 0.05583656],[0.04419157 0.06000877 0.07169212],0,[0 0 0],0,[0 0 0],[1.58577172 0.6101395  1.61376599],[1.58577088 0.61005925 1.61376452],[1.58311961 0.0901829  1.60629483]
[-0.83103657  0.2928114   0.83844006],[-0.3195715   0.18799734  0.11911321],[-0.09644072  0.50263065  1.43080461],[-0.08707035  0.01188782  0.03854568],[-0.39358398  0.14054944  0.40245152],[-1.56518066  0.84636062  0.58411151],[-0.09562821  0.68951076  1.41885161],[ 0.01287792  0.05043099 -0.00424898],[-0.0225108   0.02246031  0.03228932],[-0.0038591  -0.00886957 -0.01626154],[ 6.93889390e-18 -3.12528001e-02  2.65555326e-03],0,2.8956990265843237,[-2.52025602e-06  1.11235669e-08  8.02358018e-05],[-2.62683473e-07 -4.30116232e-06  1.21690581e-04],[ 5.24280319e-05 -9.28403988e-07 -2.56375394e-06],[0.02406972 0.03326531 0.05443717],[0.02299361 0.03409234 0.05528756],[0.0447475  0.06082965 0.07206216],0,[0 0 0],0,[0 0 0],[1.58056855 0.60146842 1.61171536],[1.58056801 0.6013882  1.61171441],[1.57888036 0.08148476 1.6068436 ]
[ 0.5276079  -0.6352877   0.11525786],[ 0.29474068  0.4087975  -0.04441082],[-0.0953855   0.50136006  1.43103516],[-0.08116405  0.02006637  0.03768241],[ 0.25325182 -0.30493799  0.05532391],[ 1.3415103   2.01542997 -0.22983178],[-0.09877087  0.70306623  1.40323162],[ 0.01854594  0.03010348 -0.00425975],[-0.03382007  0.02598116  0.01628634],[ 8.42534192e-03 -1.31166935e-05  8.57521035e-03],[ 0.         -0.03271666  0.00259633],0,2.9013685880953943,[-3.20436492e-06  4.38026344e-08  7.93568308e-05],[-2.62683473e-07 -3.66241644e-06  1.22134149e-04],[ 5.28276585e-05 -1.20125052e-06 -2.58411182e-06],[0.0242381  0.03236137 0.0532449 ],[0.02367034 0.03375944 0.05468431],[0.04582565 0.06135884 0.07301266],0,[0 0 0],0,[0 0 0],[1.58519531 0.6078299  1.61677937],[1.58519451 0.60774967 1.61677796],[1.58266195 0.08786984 1.60959725]
[-0.5581411   0.47395623  0.32885957],[-0.03560108  0.3688414   0.15720558],[-0.09650178  0.50230795  1.43169284],[-0.08185644  0.02744482  0.04082204],[-0.26790777  0.22749895  0.15785258],[-0.23548967  1.7629447   0.75745517],[-0.09040149  0.70728272  1.40424466],[-0.00831484 -0.00332512 -0.00159641],[-0.03759479  0.02550941  0.0541302 ],[ 0.00918471 -0.00388487  0.00108117],[ 0.         -0.03176058  0.00254593],0,2.8966525107532886,[-3.72107639e-06  2.24814260e-08  7.84558302e-05],[-2.62683473e-07 -3.98209137e-06  1.22842798e-04],[ 5.30275445e-05 -1.50754142e-06 -2.57511095e-06],[0.02336041 0.03159492 0.05247537],[0.02305622 0.03353575 0.05444577],[0.04568483 0.06167469 0.07326073],0,[0 0 0],0,[0 0 0],[1.59506396 0.60184186 1.62143338],[1.59506264 0.60176252 1.62143104],[1.59086675 0.0819597  1.60933548]
[-0.30861866  0.513304    0.24734211],[-0.17072177  0.12913167  0.01390028],[-0.09711902  0.50333458  1.43218756],[-0.08526926  0.03002792  0.04109557],[-0.14813691  0.2463859   0.11872415],[-0.84343773  0.58589816  0.08918154],[-0.09861518  0.68969232  1.41479647],[ 0.0036279   0.0032696  -0.03309366],[-0.03908303  0.02062635  0.03382304],[ 0.00217971 -0.00041796  0.00607073],[ 1.38777878e-17 -3.08530113e-02  2.58155038e-03],0,2.891981790780244,[-3.18433193e-06  4.45983877e-08  7.94101210e-05],[-2.62683473e-07 -3.54252863e-06  1.23213312e-04],[ 5.28154214e-05 -1.22529269e-06 -2.58498417e-06],[0.02284373 0.03144768 0.05247853],[0.02265755 0.03358672 0.05463469],[0.0452357  0.06161367 0.07295126],0,[0 0 0],0,[0 0 0],[1.60402893 0.60242014 1.62966725],[1.60402714 0.60234172 1.62966409],[1.59827106 0.08264327 1.61310026]
[-0.3622738   0.26620936  0.5781907 ],[ 0.1485318   0.39405203 -0.17360115],[-0.09784357  0.50386697  1.43334389],[-0.08230032  0.03791497  0.03763925],[-0.17389128  0.1277805   0.27753106],[ 0.6370858   1.91945386 -0.85371321],[-0.08288148  0.6916309   1.40578878],[-0.01723571  0.01020435 -0.00087197],[-0.02813665  0.04632722  0.05514505],[-0.00772937  0.00567526  0.01000602],[-6.93889390e-18 -3.07046168e-02  2.49057937e-03],0,2.8929990593512342,[-2.55446852e-06 -1.83913821e-06  7.99376589e-05],[-5.45648466e-08 -2.83464494e-06  1.22601188e-04],[ 5.24581727e-05 -9.80234151e-07 -2.74467706e-06],[0.02121894 0.02983681 0.05069823],[0.02164246 0.03255952 0.05342203],[0.04602302 0.06277581 0.07430099],0,[0 0 0],0,[0 0 0],[1.60724573 0.60578127 1.63186604],[1.60724373 0.60570191 1.63186252],[1.60086898 0.08605044 1.61369072]
[ 0.39968133 -0.01077974 -0.02523845],[-0.36134934 -0.35958284  0.1587063 ],[-0.0970442   0.50384545  1.43329346],[-0.08952839  0.03073581  0.04084305],[ 0.19184695 -0.00517432 -0.01211409],[-1.66478992 -1.7896812   0.82843977],[-0.08887585  0.6759969   1.40681469],[-0.01775484 -0.00311411  0.03508234],[-0.0125749   0.0309115   0.03728921],[ 0.00049105 -0.02169038 -0.00692867],[ 0.         -0.03066292  0.00269803],0,2.888052281275075,[-2.04761842e-06 -1.30191335e-06  7.98481012e-05],[-3.12030876e-08 -2.26858194e-06  1.22218118e-04],[ 5.24323915e-05 -7.84187321e-07 -2.81589970e-06],[0.02252469 0.03105788 0.05227297],[0.02237353 0.03324407 0.05447981],[0.0454417  0.06190874 0.07294261],0,[0 0 0],0,[0 0 0],[1.61674562 0.60263762 1.63370596],[1.61674309 0.60255776 1.6337015 ],[1.60877809 0.08306678 1.61080155]
[-0.24707341 -0.71244663 -0.4419688 ],[ 0.10782576 -0.05211955  0.30732775],[-0.09753835  0.50242054  1.43240952],[-0.08738286  0.0296898   0.04698943],[-0.11859518 -0.34197429 -0.21214487],[ 0.52521914 -0.22820543  1.45957613],[-0.10023253  0.68030941  1.41931617],[ 0.01584617  0.01034937 -0.01662318],[-0.02269728  0.00935906  0.05132879],[ 0.0027068  -0.02616096 -0.01031747],[-6.93889390e-18 -3.18472017e-02  2.72365702e-03],0,2.888769487530698,[-2.71598673e-06 -1.24844540e-06  8.00354969e-05],[-3.12030876e-08 -1.28782585e-06  1.22280936e-04],[ 5.31889924e-05 -7.95180111e-07 -2.84491375e-06],[0.02427891 0.03205403 0.05312769],[0.02379688 0.03411373 0.05525927],[0.04540705 0.06105449 0.07224312],0,[0 0 0],0,[0 0 0],[1.6082133  0.61002339 1.63229554],[1.60821122 0.6099436  1.6322919 ],[1.60158774 0.09030626 1.61363088]
[-0.3170396  -0.23216116  0.14918137],[ 0.3720863   0.46190882 -0.03325456],[-0.09817243  0.50195622  1.43270791],[-0.07992444  0.03893045  0.04636018],[-0.15217909 -0.11143756  0.07160682],[ 1.68354869  2.29879951 -0.21242355],[-0.11338037  0.68222433  1.39649403],[-0.01448711  0.01107108 -0.01173098],[-0.02591765  0.04097602  0.03004837],[ 0.01391356 -0.00509621 -0.01015885],[ 6.93889390e-18 -3.25157394e-02  2.55133362e-03],0,2.892686978507914,[-3.53784091e-06 -1.32890826e-06  8.00833471e-05],[-3.12030876e-08 -2.66301911e-06  1.23217846e-04],[ 5.39617190e-05 -1.19748069e-06 -2.80159923e-06],[0.02367761 0.03086238 0.05154646],[0.02376611 0.03359515 0.05434338],[0.04624042 0.06178153 0.0734714 ],0,[0 0 0],0,[0 0 0],[1.60688541 0.60790106 1.63761755],[1.6068834  0.60782108 1.63761403],[1.60053343 0.08816371 1.6196185 ]
[-0.8474245  -0.00423414 -0.6201359 ],[-0.38957614 -0.14705575 -0.0473451 ],[-0.09986728  0.50194776  1.43146765],[-0.08771265  0.03598575  0.04542426],[-0.40676373 -0.0020324  -0.2976653 ],[-1.83347166 -0.79166895 -0.15462074],[-0.10675565  0.69320261  1.39738524],[-0.02801731  0.0122602  -0.01683766],[-0.04370393  0.02362053  0.05291601],[-0.01848299  0.0059773   0.00752828],[-1.38777878e-17 -3.25296754e-02  2.80370783e-03],0,2.887908223967626,[-2.97899370e-06 -1.31064532e-06  8.10237204e-05],[-3.12030876e-08 -2.30466644e-06  1.23476140e-04],[ 5.37263524e-05 -8.95615797e-07 -2.80933306e-06],[0.02567995 0.03314553 0.05415522],[0.02561438 0.03562237 0.05673987],[0.04452971 0.05962203 0.07077027],0,[0 0 0],0,[0 0 0],[1.61790325 0.60023879 1.64299066],[1.61790067 0.6001588  1.64298609],[1.60979135 0.08069026 1.61951409]
[-0.3838812   0.09243238 -0.02846617],[-0.5797756   0.19239235 -0.03329539],[-0.10063504  0.50213259  1.43141067],[-0.09930725  0.03982972  0.04473647],[-0.18426305  0.04436737 -0.01366397],[-2.81945634  0.79629177 -0.05960659],[-0.11006857  0.68198198  1.41325188],[-0.02810523 -0.02193899  0.01497345],[-0.02411787  0.02569339  0.04911431],[ 0.02567991 -0.01258875 -0.01930484],[-6.93889390e-18 -3.23411575e-02  3.17055577e-03],0,2.8770406946388993,[-3.62105894e-06 -1.37706121e-06  8.11919689e-05],[-3.12030876e-08 -3.42386250e-06  1.24412216e-04],[ 5.43617160e-05 -1.25288334e-06 -2.77335927e-06],[0.0268006  0.0342623  0.05569312],[0.02693011 0.03695886 0.05855365],[0.04338149 0.05818653 0.06850243],0,[0 0 0],0,[0 0 0],[1.61456297 0.60809224 1.64044884],[1.6145605  0.60801129 1.64044452],[1.60685471 0.08848    1.61862173]
[-0.84213036  0.20607936  0.38537443],[ 0.23067713 -0.08522165 -0.03411859],[-0.1023193   0.50254476  1.43218148],[-0.09469295  0.03812693  0.04404992],[-0.40422264  0.09891791  0.18497951],[ 1.1236397  -0.35915685 -0.20792523],[-0.10411318  0.69923502  1.39947665],[ 0.0213931   0.00596493 -0.01388311],[-0.02829388  0.02680209  0.05166902],[ 0.00723031  0.00442003 -0.01206423],[-1.38777878e-17 -3.22266653e-02  3.00822394e-03],0,2.881643556190382,[-4.20141459e-06 -1.44077360e-06  8.14713316e-05],[-3.12030876e-08 -4.48169489e-06  1.25471773e-04],[ 5.49771175e-05 -1.54573737e-06 -2.73865132e-06],[0.02578665 0.03332342 0.05461369],[0.02587388 0.03593746 0.05735195],[0.04412699 0.0592396  0.06988746],0,[0 0 0],0,[0 0 0],[1.61963092 0.61957579 1.64311972],[1.61962809 0.61949469 1.64311485],[1.61074837 0.10005547 1.61873987]
[ 0.2584411  0.5421264 -0.6028468],[ 0.34840035 -0.05156332 -0.10286975],[-0.10180242  0.50362903  1.43097568],[-0.08772484  0.03710324  0.04198859],[ 0.12405168  0.26022062 -0.28936619],[ 1.6801821  -0.17358896 -0.55760765],[-0.09287807  0.69608665  1.40462196],[-0.01819019 -0.03563807  0.00011057],[-0.02033058  0.04957487  0.05096837],[ 0.01298998 -0.0116041   0.00390089],[-1.38777878e-17 -3.13551553e-02  2.70831603e-03],0,2.887753511350085,[-3.42798165e-06 -1.15025793e-06  8.13347622e-05],[ 2.11328064e-09 -3.58657657e-06  1.24832382e-04],[ 5.48337116e-05 -1.23658990e-06 -2.87076466e-06],[0.02556275 0.03410001 0.05516547],[0.02571812 0.03671748 0.05783053],[0.0429853  0.05853777 0.06968173],0,[0 0 0],0,[0 0 0],[1.61739174 0.615013   1.64095728],[1.61738906 0.61493161 1.64095263],[1.60902337 0.09544984 1.61770516]
[-0.5239535   0.37520802  0.07212603],[-0.20754296 -0.6025492  -0.03656691],[-0.10285033  0.50437945  1.43112004],[-0.09183928  0.02505077  0.04127934],[-0.25149769  0.1800997   0.03462063],[-0.86574459 -2.93116212 -0.13953644],[-0.11699554  0.68393302  1.40969193],[ 0.01392232 -0.00727357  0.00935467],[-0.02376865  0.02582471  0.04158582],[ 0.0077932  -0.00189157 -0.00788791],[-1.38777878e-17 -3.07907074e-02  2.77368234e-03],0,2.8875271618936336,[-2.76691643e-06 -9.18668792e-07  8.13098319e-05],[-1.87067199e-07 -2.87027354e-06  1.24365352e-04],[ 5.47492024e-05 -9.89271917e-07 -2.97093728e-06],[0.02583975 0.03506494 0.05640128],[0.02534824 0.03682268 0.0581988 ],[0.04248306 0.05822375 0.06910819],0,[0 0 0],0,[0 0 0],[1.61592448 0.60807719 1.63779145],[1.61592193 0.60799594 1.63778698],[1.6079766  0.08848944 1.61528565]
[-0.3363666  -0.0450666   0.24449968],[ 0.47228408 -0.13795352 -0.03856307],[-0.10352306  0.50428933  1.43160903],[-0.08239156  0.02229544  0.04049477],[-0.16145603 -0.02163215  0.11735963],[ 2.29195428 -0.56806332 -0.2419686 ],[-0.09841421  0.6786074   1.41011763],[ 0.02042499 -0.02287416  0.01724989],[-0.04437929  0.04296636  0.04570706],[-0.01302876 -0.01912817  0.01244186],[ 0.         -0.03120149  0.00251243],0,2.897109057080999,[-3.57107814e-06 -9.91814803e-07  8.13623863e-05],[-1.87067199e-07 -4.10178069e-06  1.25407891e-04],[ 5.55143502e-05 -1.33602439e-06 -2.93165844e-06],[0.02492883 0.03407772 0.05502437],[0.02435287 0.03565748 0.05662408],[0.04358197 0.0594765  0.07103761],0,[0 0 0],0,[0 0 0],[1.60132536 0.6124397  1.62884345],[1.60132362 0.61235843 1.62884041],[1.59588293 0.09262628 1.61361055]
[ 0.34413362 -0.33393788 -0.47694474],[ 0.14508009 -0.2899512   0.2584939 ],[-0.10283479  0.50362146  1.43065512],[-0.07950263  0.01649047  0.04565929],[ 0.16518408 -0.16029024 -0.22893322],[ 0.75256729 -1.36204851  1.22603512],[-0.10824159  0.684008    1.42942631],[ 0.02756122  0.02210029 -0.00402829],[-0.0339381   0.03449487  0.05053999],[ 0.01826476 -0.00424095  0.01201684],[ 1.38777878e-17 -3.17185581e-02  2.44598668e-03],0,2.8989289969852843,[-2.88957787e-06 -7.91176891e-07  8.13151437e-05],[-1.42023773e-07 -3.28248726e-06  1.24816638e-04],[ 5.53955682e-05 -1.06881951e-06 -3.04583584e-06],[0.02624916 0.03526529 0.0560903 ],[0.02512687 0.03641237 0.05727233],[0.04324223 0.05867476 0.07045097],0,[0 0 0],0,[0 0 0],[1.59778952 0.60303975 1.62581622],[1.59778801 0.60295842 1.62581355],[1.59310462 0.08318479 1.61235842]
[-0.5547546   0.27645957  0.92397404],[ 0.39090252 -0.13431263 -0.09335399],[-0.1039443   0.50417435  1.43250299],[-0.07168187  0.01381171  0.04378131],[-0.26628226  0.13270041  0.44350728],[ 1.90363109 -0.55835515 -0.479148  ],[-0.10255189  0.66474438  1.41653216],[ 0.03233154  0.01674199 -0.00546754],[-0.02330975  0.03329108  0.05139329],[0.02312607 0.0130186  0.00380765],[ 0.         -0.03160743  0.00218936],0,2.9067657564593192,[-3.66733360e-06 -8.62684978e-07  8.13803946e-05],[-1.42023773e-07 -4.48078078e-06  1.25893529e-04],[ 5.61321546e-05 -1.45376578e-06 -3.00743349e-06],[0.0239958  0.0330393  0.05353029],[0.02283372 0.03401938 0.05451989],[0.04508011 0.06111957 0.07345392],0,[0 0 0],0,[0 0 0],[1.59070495 0.6002232  1.6269149 ],[1.59070385 0.60014191 1.62691294],[1.58727789 0.08030104 1.61699115]
[0.095047   0.19808125 0.8051261 ],[ 0.46895754 -0.22470939 -0.1435346 ],[-0.10375421  0.50457054  1.43411326],[-0.06229465  0.00933134  0.04088875],[0.04562249 0.09507897 0.3864609 ],[ 2.29627609 -0.97897536 -0.7202782 ],[-0.09707396  0.67874527  1.4252665 ],[0.04011288 0.00900669 0.03957314],[-0.03747051  0.04518845  0.05539042],[ 0.00454982  0.02174473 -0.01099247],[ 1.38777878e-17 -3.16677394e-02  1.89561438e-03],0,2.9167682836865017,[-2.93970665e-06 -6.71724857e-07  8.13957420e-05],[-8.75950278e-08 -3.58582389e-06  1.25295665e-04],[ 5.60496729e-05 -1.16301262e-06 -3.08371705e-06],[0.02188223 0.03100878 0.0510743 ],[0.02062487 0.03167697 0.05174191],[0.04690614 0.06349243 0.07649402],0,[0 0 0],0,[0 0 0],[1.58737812 0.59242989 1.62305007],[1.58737722 0.59234852 1.62304844],[1.58458838 0.07248218 1.61478943]
[ 0.9438547  -0.1176362   0.65679276],[ 0.46370184 -0.6785222   0.01749361],[-0.1018665   0.50433522  1.43542683],[-0.05299421 -0.00424057  0.04117442],[ 0.45305017 -0.05646543  0.31526083],[ 2.36384749 -3.16293073  0.06287692],[-0.10123769  0.6889264   1.40738964],[ 0.01690901 -0.00549923 -0.00703393],[-0.02181966  0.03402112  0.03365966],[ 0.02180398  0.00498069 -0.01467016],[-6.93889390e-18 -3.21677542e-02  1.60878729e-03],0,2.925065685598905,[-2.35722452e-06 -3.35122129e-07  8.13645308e-05],[-6.78977862e-08 -2.86963542e-06  1.24796945e-04],[ 5.59844508e-05 -9.30410099e-07 -3.17804408e-06],[0.02058181 0.02961169 0.04923181],[0.01856674 0.02930327 0.04892283],[0.0488537  0.06556425 0.07921247],0,[0 0 0],0,[0 0 0],[1.58191659 0.5830735  1.61702046],[1.581916   0.58299211 1.61701938],[1.58009769 0.06309558 1.61148405]
[0.09522223 0.6511135  0.00251758],[-0.07956386  0.16125536 -0.19819832],[-0.10167605  0.50563747  1.43543196],[-0.0545923  -0.0010188   0.03720761],[0.04570657 0.31253442 0.00120882],[-0.41354042  0.757604   -0.95304203],[-0.11103889  0.67141742  1.41616285],[ 0.00519491  0.0002709  -0.00573219],[-0.02670341  0.02668     0.05861347],[-0.02267369  0.00468697  0.00248065],[-1.38777878e-17 -3.11858599e-02  1.62243687e-03],0,2.925250326672377,[-1.88994586e-06  2.41422311e-07  8.12612256e-05],[-5.26974896e-08 -2.29654426e-06  1.24411860e-04],[ 5.59693197e-05 -7.44328079e-07 -3.24894921e-06],[0.02005961 0.02985329 0.0495173 ],[0.01839773 0.02977676 0.04944025],[0.04796127 0.06525076 0.0787626 ],0,[0 0 0],0,[0 0 0],[1.56569814 0.57378395 1.60841545],[1.56569841 0.57370259 1.60841594],[1.56650841 0.05378669 1.61095231]
[ 0.4401759  -0.65198725 -0.13176644],[-0.34335124  0.2080121   0.11028218],[-0.1007957   0.5043335   1.43516839],[-0.06145309  0.00314898  0.03939902],[ 0.21128432 -0.31295392 -0.06324751],[-1.68368649  0.93647486  0.52768946],[-0.10370055  0.69193053  1.39855623],[-0.0415719  -0.01601914 -0.02412615],[-0.01521222  0.03817645  0.03810185],[ 0.01028557 -0.02188502  0.00364208],[ 0.         -0.03245436  0.00191123],0,2.919574200611057,[-1.51516747e-06  8.90252406e-07  8.11307949e-05],[-4.08986868e-08 -1.83793763e-06  1.24112223e-04],[ 5.59815256e-05 -5.95462463e-07 -3.29745856e-06],[0.02191522 0.03074347 0.05073436],[0.0203775  0.03096584 0.05095703],[0.04778549 0.06411275 0.07715602],0,[0 0 0],0,[0 0 0],[1.56953145 0.57538909 1.60652779],[1.56953151 0.57530783 1.60652792],[1.56973349 0.05538777 1.60715725]
[-0.9508183   0.24330044 -0.3834622 ],[-0.75111383  0.33432066 -0.06502593],[-0.10269734  0.50482011  1.43440151],[-0.07647327  0.00982539  0.03804861],[-0.45639277  0.11678421 -0.18406187],[-3.66410303  1.46155071 -0.30070478],[-0.1085463   0.6964913   1.41057944],[-0.01451318  0.0235684   0.01091728],[-0.03899626  0.01903711  0.0465223 ],[-0.00364617  0.01877669 -0.00246973],[ 6.93889390e-18 -3.19986777e-02  2.37689694e-03],0,2.9063192003425717,[-9.96881725e-07  9.11373975e-07  8.20422160e-05],[-4.08986868e-08 -1.44644374e-06  1.24176362e-04],[ 5.57744699e-05 -3.27567264e-07 -3.30673329e-06],[0.02372417 0.03270468 0.05340194],[0.02258404 0.0333929  0.05410448],[0.04563952 0.06163005 0.07361816],0,[0 0 0],0,[0 0 0],[1.57450928 0.58224934 1.61144959],[1.57450908 0.5821682  1.61144922],[1.57390351 0.06225158 1.60960111]
[0.11134493 0.09973633 0.7769723 ],[-0.08091944  0.41850567  0.02660298],[-0.10247465  0.50501955  1.43595541],[-0.07807643  0.01819596  0.03857411],[0.05344553 0.04787342 0.37294671],[-0.46138749  1.99272621  0.13151087],[-0.09508713  0.70869702  1.40536463],[-0.0097109  -0.00096738  0.0124313 ],[-0.0373529   0.03394981  0.05373755],[0.00734926 0.00122261 0.01840713],[-6.93889390e-18 -3.19723505e-02  2.43454251e-03],0,2.9033328557618576,[-1.57460934e-06  8.87005783e-07  8.10272949e-05],[-4.08986868e-08 -1.85053783e-06  1.24589536e-04],[ 5.60034349e-05 -6.28531038e-07 -3.29619719e-06],[0.0226499  0.03109438 0.05187308],[0.02194722 0.03238182 0.05317809],[0.04658363 0.06274738 0.07462425],0,[0 0 0],0,[0 0 0],[1.58260665 0.59724495 1.61470012],[1.58260599 0.59716291 1.61469895],[1.5805913  0.07727361 1.60881434]
[-0.6525224   0.43360043  0.4313314 ],[-0.43080044 -0.1477853   0.10325742],[-0.1037797   0.50588679  1.43681812],[-0.08669415  0.01524937  0.04065248],[-0.3132107   0.2081282   0.20703903],[-2.03833628 -0.78851885  0.53338993],[-0.10154906  0.69119233  1.40659344],[-0.01191392 -0.05188282  0.01121801],[-0.02148779  0.02216765  0.03552591],[-0.00450624  0.01038265  0.00192585],[-6.93889390e-18 -3.11553727e-02  2.63519398e-03],0,2.8946105621929803,[-1.00153809e-06  9.10280706e-07  8.20344475e-05],[-4.08986868e-08 -1.42130695e-06  1.24637921e-04],[ 5.57749814e-05 -3.27969070e-07 -3.30639839e-06],[0.02256251 0.03130118 0.05246198],[0.0215768  0.03237096 0.05355443],[0.04621082 0.06260638 0.07386984],0,[0 0 0],0,[0 0 0],[1.59275145 0.59877551 1.62095964],[1.59275024 0.59869451 1.62095749],[1.58898794 0.07887405 1.6100172 ]
[ 0.5080737  -0.03874677 -0.15578794],[ 0.04633474 -0.6564515  -0.0531339 ],[-0.10276355  0.50580925  1.43650651],[-0.08572391  0.00212081  0.0395809 ],[ 0.24387541 -0.01859834 -0.07477806],[ 0.35903251 -3.1389792  -0.25919729],[-0.09661354  0.70041531  1.39996207],[-0.03139941  0.02448778  0.01855485],[-0.05822203  0.03756253  0.05908152],[-0.00550096  0.00553014  0.0133675 ],[-6.93889390e-18 -3.14486009e-02  2.61706183e-03],0,2.897392969950638,[-1.17715261e-06  9.63694321e-07  8.20282609e-05],[-4.08986868e-08 -4.60742987e-07  1.24504380e-04],[ 5.59796073e-05 -2.54547652e-07 -3.33557448e-06],[0.02319522 0.03233238 0.05339103],[0.02153545 0.03245345 0.05353826],[0.04608875 0.0623305  0.07362488],0,[0 0 0],0,[0 0 0],[1.58928563 0.60742242 1.62121628],[1.58928457 0.6073404  1.62121443],[1.58603631 0.08749233 1.61199443]
